time,side,status,filled_quantity,symbol,asset.asset_type,asset.right,asset.strike,asset.expiration,price,type,asset.multiplier,trade_cost,trade_slippage,event_kind,event_id,cash_event_type,cash_event_amount,cash_event_currency,cash_event_description,cash_event_direction,cash_event_reason,is_external_cash_flow,cash_event_raw_type,cash_event_raw_subtype,cash_event_broker_name,cash_event_broker_event_id
2024-08-05 08:00:00-04:00,buy,new,,NVDA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2024-08-05 08:00:00-04:00,buy,fill,943.0,NVDA,stock,,0.0,,106.04000091552734,market,1,499.9786043167114,0.0,trade,,,,,,,,,,,,
2024-08-05 09:00:00-04:00,sell,new,,NVDA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2024-08-05 09:00:00-04:00,sell,fill,943.0,NVDA,stock,,0.0,,106.04000091552734,market,1,499.9786043167114,0.0,trade,,,,,,,,,,,,
2024-08-05 12:00:00-04:00,buy,new,,AMD,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2024-08-05 12:00:00-04:00,buy,fill,736.0,AMD,stock,,0.0,,135.77499389648438,market,1,499.6519775390625,0.0,trade,,,,,,,,,,,,
2024-08-05 13:00:00-04:00,sell,new,,AMD,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2024-08-05 13:00:00-04:00,sell,fill,736.0,AMD,stock,,0.0,,139.06900024414062,market,1,511.7739208984375,0.0,trade,,,,,,,,,,,,
2024-09-12 10:00:00-04:00,buy,new,,NVDA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2024-09-12 10:00:00-04:00,buy,fill,855.0,NVDA,stock,,0.0,,116.875,market,1,499.640625,0.0,trade,,,,,,,,,,,,
2024-09-12 11:00:00-04:00,sell,new,,NVDA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2024-09-12 11:00:00-04:00,sell,fill,855.0,NVDA,stock,,0.0,,119.60009765625,market,1,511.29041748046876,0.0,trade,,,,,,,,,,,,
2024-10-24 11:00:00-04:00,buy,new,,TSLA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2024-10-24 11:00:00-04:00,buy,fill,401.0,TSLA,stock,,0.0,,248.94129943847656,market,1,499.1273053741455,0.0,trade,,,,,,,,,,,,
2024-10-24 12:00:00-04:00,sell,new,,TSLA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2024-10-24 12:00:00-04:00,sell,fill,401.0,TSLA,stock,,0.0,,254.1100006103516,market,1,509.49055122375495,0.0,trade,,,,,,,,,,,,
2024-10-25 10:00:00-04:00,buy,new,,TSLA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2024-10-25 10:00:00-04:00,buy,fill,388.0,TSLA,stock,,0.0,,257.7300109863281,market,1,499.9962213134765,0.0,trade,,,,,,,,,,,,
2024-10-25 11:00:00-04:00,sell,new,,TSLA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2024-10-25 11:00:00-04:00,sell,fill,388.0,TSLA,stock,,0.0,,267.44110107421875,market,1,518.8357360839843,0.0,trade,,,,,,,,,,,,
2024-11-11 11:00:00-05:00,buy,new,,TSLA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2024-11-11 11:00:00-05:00,buy,fill,289.0,TSLA,stock,,0.0,,344.8299865722656,market,1,498.2793305969238,0.0,trade,,,,,,,,,,,,
2024-11-11 12:00:00-05:00,sell,new,,TSLA,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2024-11-11 12:00:00-05:00,sell,fill,289.0,TSLA,stock,,0.0,,356.7308044433594,market,1,515.4760124206543,0.0,trade,,,,,,,,,,,,
